Start Time,End Time,Tag,Note,Tree Type,Is Success
Mon Oct 18 19:54:42 GMT+03:00 2021,Mon Oct 18 20:09:42 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Tue Oct 19 03:56:43 GMT+03:00 2021,Tue Oct 19 04:16:43 GMT+03:00 2021,STA412,,Lavender,TRUE
Tue Oct 19 04:22:30 GMT+03:00 2021,Tue Oct 19 04:42:30 GMT+03:00 2021,STA412,,Lavender,TRUE
Tue Oct 19 04:46:42 GMT+03:00 2021,Tue Oct 19 05:01:42 GMT+03:00 2021,STA412,,Lavender,TRUE
Tue Oct 19 05:02:05 GMT+03:00 2021,Tue Oct 19 05:17:05 GMT+03:00 2021,STA412,,Lavender,TRUE
Tue Oct 19 18:09:27 GMT+03:00 2021,Tue Oct 19 18:29:27 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Wed Oct 20 02:54:05 GMT+03:00 2021,Wed Oct 20 03:14:05 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Wed Oct 20 03:26:43 GMT+03:00 2021,Wed Oct 20 03:46:43 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Wed Oct 20 04:00:43 GMT+03:00 2021,Wed Oct 20 04:20:43 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Wed Oct 20 04:25:58 GMT+03:00 2021,Wed Oct 20 04:40:58 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Wed Oct 20 05:11:21 GMT+03:00 2021,Wed Oct 20 05:26:21 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Wed Oct 20 05:33:11 GMT+03:00 2021,Wed Oct 20 05:53:11 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Wed Oct 20 18:21:34 GMT+03:00 2021,Wed Oct 20 18:41:34 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Oct 20 19:42:35 GMT+03:00 2021,Wed Oct 20 20:02:35 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Oct 20 20:13:44 GMT+03:00 2021,Wed Oct 20 20:33:44 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Oct 20 20:57:07 GMT+03:00 2021,Wed Oct 20 21:17:07 GMT+03:00 2021,CSC461,,Ghost Mushroom,TRUE
Thu Oct 21 02:09:45 GMT+03:00 2021,Thu Oct 21 02:29:45 GMT+03:00 2021,STA412,,Pumpkin,TRUE
Thu Oct 21 02:42:55 GMT+03:00 2021,Thu Oct 21 03:02:55 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Thu Oct 21 03:08:52 GMT+03:00 2021,Thu Oct 21 03:28:52 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Thu Oct 21 18:15:20 GMT+03:00 2021,Thu Oct 21 18:40:20 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Thu Oct 21 19:03:34 GMT+03:00 2021,Thu Oct 21 19:23:34 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Fri Oct 22 02:56:06 GMT+03:00 2021,Fri Oct 22 03:16:06 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Fri Oct 22 03:54:05 GMT+03:00 2021,Fri Oct 22 04:14:05 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Fri Oct 22 04:40:39 GMT+03:00 2021,Fri Oct 22 05:00:39 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Sat Oct 23 02:01:50 GMT+03:00 2021,Sat Oct 23 02:21:50 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Sat Oct 23 02:28:42 GMT+03:00 2021,Sat Oct 23 02:48:42 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Sat Oct 23 02:52:40 GMT+03:00 2021,Sat Oct 23 03:12:40 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Sat Oct 23 03:12:45 GMT+03:00 2021,Sat Oct 23 03:32:45 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Sat Oct 23 03:32:59 GMT+03:00 2021,Sat Oct 23 03:52:59 GMT+03:00 2021,STA 305,,Ghost Mushroom,TRUE
Sat Oct 23 03:54:57 GMT+03:00 2021,Sat Oct 23 04:14:57 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Sat Oct 23 04:35:38 GMT+03:00 2021,Sat Oct 23 04:55:38 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Sat Oct 23 18:30:50 GMT+03:00 2021,Sat Oct 23 18:50:50 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Sun Oct 24 03:46:40 GMT+03:00 2021,Sun Oct 24 04:16:40 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Mon Oct 25 03:56:40 GMT+03:00 2021,Mon Oct 25 04:16:40 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Mon Oct 25 19:09:42 GMT+03:00 2021,Mon Oct 25 19:29:42 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Mon Oct 25 19:47:20 GMT+03:00 2021,Mon Oct 25 20:07:20 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Mon Oct 25 20:18:39 GMT+03:00 2021,Mon Oct 25 20:38:39 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Tue Oct 26 00:43:33 GMT+03:00 2021,Tue Oct 26 01:03:33 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Tue Oct 26 01:15:39 GMT+03:00 2021,Tue Oct 26 01:30:39 GMT+03:00 2021,CSC461,,Pumpkin,TRUE
Tue Oct 26 16:50:51 GMT+03:00 2021,Tue Oct 26 17:10:51 GMT+03:00 2021,STA 305,,Lavender,TRUE
Tue Oct 26 17:21:03 GMT+03:00 2021,Tue Oct 26 17:41:03 GMT+03:00 2021,STA 305,,Lavender,TRUE
Tue Oct 26 17:54:34 GMT+03:00 2021,Tue Oct 26 18:14:34 GMT+03:00 2021,STA 305,,Lavender,TRUE
Tue Oct 26 18:24:17 GMT+03:00 2021,Tue Oct 26 18:44:17 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Tue Oct 26 19:49:29 GMT+03:00 2021,Tue Oct 26 20:09:29 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Tue Oct 26 21:26:05 GMT+03:00 2021,Tue Oct 26 21:46:05 GMT+03:00 2021,CSC461,,Lavender,TRUE
Tue Oct 26 21:46:14 GMT+03:00 2021,Tue Oct 26 21:56:14 GMT+03:00 2021,CSC461,,Lavender,TRUE
Tue Oct 26 22:08:30 GMT+03:00 2021,Tue Oct 26 22:18:30 GMT+03:00 2021,CSC461,,Lavender,TRUE
Tue Oct 26 22:20:54 GMT+03:00 2021,Tue Oct 26 22:40:54 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Wed Oct 27 04:45:29 GMT+03:00 2021,Wed Oct 27 05:05:29 GMT+03:00 2021,STA412,,Pumpkin,TRUE
Wed Oct 27 19:09:28 GMT+03:00 2021,Wed Oct 27 19:29:28 GMT+03:00 2021,STA412,,Pumpkin,TRUE
Thu Oct 28 04:20:17 GMT+03:00 2021,Thu Oct 28 04:40:17 GMT+03:00 2021,STA412,,Pumpkin,TRUE
Thu Oct 28 10:56:24 GMT+03:00 2021,Thu Oct 28 11:16:24 GMT+03:00 2021,STA412,,Pumpkin,TRUE
Thu Oct 28 12:08:03 GMT+03:00 2021,Thu Oct 28 12:28:03 GMT+03:00 2021,STA412,,Pumpkin,TRUE
Thu Oct 28 12:39:23 GMT+03:00 2021,Thu Oct 28 12:54:23 GMT+03:00 2021,STA412,,Pumpkin,TRUE
Thu Oct 28 13:55:19 GMT+03:00 2021,Thu Oct 28 14:15:19 GMT+03:00 2021,STA412,,Pumpkin,TRUE
Thu Oct 28 17:05:20 GMT+03:00 2021,Thu Oct 28 17:25:20 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Thu Oct 28 18:42:14 GMT+03:00 2021,Thu Oct 28 19:02:14 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Thu Oct 28 19:05:22 GMT+03:00 2021,Thu Oct 28 19:25:22 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Thu Oct 28 19:37:51 GMT+03:00 2021,Thu Oct 28 19:57:51 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Thu Oct 28 23:20:22 GMT+03:00 2021,Thu Oct 28 23:40:22 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Fri Oct 29 16:53:33 GMT+03:00 2021,Fri Oct 29 17:13:33 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Fri Oct 29 18:09:55 GMT+03:00 2021,Fri Oct 29 18:29:55 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Sat Oct 30 21:16:55 GMT+03:00 2021,Sat Oct 30 21:36:55 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Sat Oct 30 21:56:53 GMT+03:00 2021,Sat Oct 30 22:16:53 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Sat Oct 30 22:33:30 GMT+03:00 2021,Sat Oct 30 22:53:30 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Sat Oct 30 23:16:09 GMT+03:00 2021,Sat Oct 30 23:31:09 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Sat Oct 30 23:43:36 GMT+03:00 2021,Sun Oct 31 00:03:36 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Sun Oct 31 00:53:39 GMT+03:00 2021,Sun Oct 31 01:13:39 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Sun Oct 31 01:27:11 GMT+03:00 2021,Sun Oct 31 01:47:11 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Sun Oct 31 02:02:15 GMT+03:00 2021,Sun Oct 31 02:22:15 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Mon Nov 01 00:44:44 GMT+03:00 2021,Mon Nov 01 01:04:44 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Mon Nov 01 01:15:46 GMT+03:00 2021,Mon Nov 01 01:35:46 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Mon Nov 01 01:48:54 GMT+03:00 2021,Mon Nov 01 02:08:54 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Mon Nov 01 03:05:12 GMT+03:00 2021,Mon Nov 01 03:25:12 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Mon Nov 01 03:42:51 GMT+03:00 2021,Mon Nov 01 04:02:51 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Mon Nov 01 04:29:15 GMT+03:00 2021,Mon Nov 01 04:49:15 GMT+03:00 2021,STA 305,,Pumpkin,TRUE
Mon Nov 01 16:43:05 GMT+03:00 2021,Mon Nov 01 17:03:05 GMT+03:00 2021,STA412,,Lavender,TRUE
Mon Nov 01 17:24:36 GMT+03:00 2021,Mon Nov 01 17:44:36 GMT+03:00 2021,STA412,,Lavender,TRUE
Mon Nov 01 17:57:13 GMT+03:00 2021,Mon Nov 01 18:17:13 GMT+03:00 2021,STA412,,Lavender,TRUE
Mon Nov 01 20:27:46 GMT+03:00 2021,Mon Nov 01 20:42:46 GMT+03:00 2021,STA412,,Lavender,TRUE
Tue Nov 02 03:06:24 GMT+03:00 2021,Tue Nov 02 03:26:24 GMT+03:00 2021,STA412,,Lavender,TRUE
Tue Nov 02 04:01:53 GMT+03:00 2021,Tue Nov 02 04:21:53 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Tue Nov 02 04:40:21 GMT+03:00 2021,Tue Nov 02 05:00:21 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Tue Nov 02 22:38:59 GMT+03:00 2021,Tue Nov 02 22:58:59 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 03 18:42:15 GMT+03:00 2021,Wed Nov 03 19:07:15 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 03 19:12:59 GMT+03:00 2021,Wed Nov 03 19:37:59 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 03 20:22:19 GMT+03:00 2021,Wed Nov 03 20:47:19 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 03 20:54:51 GMT+03:00 2021,Wed Nov 03 21:04:51 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 03 21:07:50 GMT+03:00 2021,Wed Nov 03 21:22:50 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Thu Nov 04 00:32:55 GMT+03:00 2021,Thu Nov 04 00:57:55 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Thu Nov 04 01:01:31 GMT+03:00 2021,Thu Nov 04 01:21:31 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Thu Nov 04 01:44:52 GMT+03:00 2021,Thu Nov 04 02:04:52 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 10 02:17:35 GMT+03:00 2021,Wed Nov 10 02:37:35 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Nov 10 03:17:30 GMT+03:00 2021,Wed Nov 10 03:37:30 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Nov 10 05:51:50 GMT+03:00 2021,Wed Nov 10 06:11:50 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Nov 10 18:46:31 GMT+03:00 2021,Wed Nov 10 19:06:31 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Nov 10 19:22:43 GMT+03:00 2021,Wed Nov 10 19:42:43 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Nov 10 20:11:13 GMT+03:00 2021,Wed Nov 10 20:31:13 GMT+03:00 2021,STA412,,Lavender,TRUE
Fri Nov 12 17:09:53 GMT+03:00 2021,Fri Nov 12 17:29:53 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 12 17:52:39 GMT+03:00 2021,Fri Nov 12 18:17:39 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 12 18:25:41 GMT+03:00 2021,Fri Nov 12 18:45:41 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 12 19:12:08 GMT+03:00 2021,Fri Nov 12 19:32:08 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 00:01:54 GMT+03:00 2021,Sun Nov 14 00:21:54 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 00:44:49 GMT+03:00 2021,Sun Nov 14 01:04:49 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 01:42:41 GMT+03:00 2021,Sun Nov 14 02:02:41 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 02:27:16 GMT+03:00 2021,Sun Nov 14 02:47:16 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 03:55:51 GMT+03:00 2021,Sun Nov 14 04:15:51 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 04:40:39 GMT+03:00 2021,Sun Nov 14 05:00:39 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 05:18:33 GMT+03:00 2021,Sun Nov 14 05:38:33 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 05:53:22 GMT+03:00 2021,Sun Nov 14 06:08:22 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 07:11:02 GMT+03:00 2021,Sun Nov 14 07:31:02 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 08:13:19 GMT+03:00 2021,Sun Nov 14 08:33:19 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 14 23:56:51 GMT+03:00 2021,Mon Nov 15 00:16:51 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Mon Nov 15 21:00:19 GMT+03:00 2021,Mon Nov 15 21:20:19 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 16 05:30:17 GMT+03:00 2021,Tue Nov 16 05:55:17 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 16 06:02:09 GMT+03:00 2021,Tue Nov 16 06:27:09 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 16 06:36:12 GMT+03:00 2021,Tue Nov 16 07:01:12 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 16 07:13:00 GMT+03:00 2021,Tue Nov 16 07:38:00 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 16 07:49:25 GMT+03:00 2021,Tue Nov 16 07:59:25 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 16 20:45:47 GMT+03:00 2021,Tue Nov 16 21:05:47 GMT+03:00 2021,STA412,,Lavender,TRUE
Tue Nov 16 21:10:50 GMT+03:00 2021,Tue Nov 16 21:25:50 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Nov 17 02:12:17 GMT+03:00 2021,Wed Nov 17 02:27:17 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 03:01:16 GMT+03:00 2021,Wed Nov 17 03:16:16 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 04:21:45 GMT+03:00 2021,Wed Nov 17 04:41:45 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 04:56:40 GMT+03:00 2021,Wed Nov 17 05:16:40 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 05:23:12 GMT+03:00 2021,Wed Nov 17 05:43:12 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 07:04:13 GMT+03:00 2021,Wed Nov 17 07:24:13 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 07:26:55 GMT+03:00 2021,Wed Nov 17 07:46:55 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 07:55:24 GMT+03:00 2021,Wed Nov 17 08:05:24 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 08:10:08 GMT+03:00 2021,Wed Nov 17 08:20:08 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 09:14:21 GMT+03:00 2021,Wed Nov 17 09:34:21 GMT+03:00 2021,STA412,,Lily Flower,TRUE
Wed Nov 17 17:35:39 GMT+03:00 2021,Wed Nov 17 17:55:39 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 17 18:02:05 GMT+03:00 2021,Wed Nov 17 18:22:05 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 17 18:36:03 GMT+03:00 2021,Wed Nov 17 18:56:03 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Nov 17 19:17:52 GMT+03:00 2021,Wed Nov 17 19:37:52 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 20:12:10 GMT+03:00 2021,Wed Nov 17 20:32:10 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Nov 17 20:36:40 GMT+03:00 2021,Wed Nov 17 20:56:40 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Thu Nov 18 03:01:29 GMT+03:00 2021,Thu Nov 18 03:21:29 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Thu Nov 18 04:36:48 GMT+03:00 2021,Thu Nov 18 05:06:48 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Thu Nov 18 05:13:06 GMT+03:00 2021,Thu Nov 18 05:43:06 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Thu Nov 18 05:52:43 GMT+03:00 2021,Thu Nov 18 06:12:43 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Thu Nov 18 20:44:31 GMT+03:00 2021,Thu Nov 18 21:04:31 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Thu Nov 18 21:11:16 GMT+03:00 2021,Thu Nov 18 21:31:16 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Thu Nov 18 21:37:47 GMT+03:00 2021,Thu Nov 18 21:47:47 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Thu Nov 18 21:48:57 GMT+03:00 2021,Thu Nov 18 22:08:57 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 06:38:01 GMT+03:00 2021,Fri Nov 19 06:58:01 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 07:09:31 GMT+03:00 2021,Fri Nov 19 07:24:31 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 17:43:47 GMT+03:00 2021,Fri Nov 19 18:03:47 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 18:09:34 GMT+03:00 2021,Fri Nov 19 18:29:34 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 18:41:29 GMT+03:00 2021,Fri Nov 19 18:51:29 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 18:53:26 GMT+03:00 2021,Fri Nov 19 19:13:26 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 20:16:00 GMT+03:00 2021,Fri Nov 19 20:36:00 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 20:44:47 GMT+03:00 2021,Fri Nov 19 21:04:47 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Nov 19 23:45:14 GMT+03:00 2021,Sat Nov 20 00:05:14 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sat Nov 20 20:37:14 GMT+03:00 2021,Sat Nov 20 20:57:14 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sat Nov 20 21:45:53 GMT+03:00 2021,Sat Nov 20 22:05:53 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sat Nov 20 23:25:28 GMT+03:00 2021,Sat Nov 20 23:45:28 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sat Nov 20 23:53:27 GMT+03:00 2021,Sun Nov 21 00:13:27 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Sun Nov 21 00:59:15 GMT+03:00 2021,Sun Nov 21 01:19:15 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Mon Nov 22 02:34:09 GMT+03:00 2021,Mon Nov 22 02:54:09 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Mon Nov 22 03:07:07 GMT+03:00 2021,Mon Nov 22 03:27:07 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Mon Nov 22 04:00:03 GMT+03:00 2021,Mon Nov 22 04:20:03 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Mon Nov 22 04:38:20 GMT+03:00 2021,Mon Nov 22 05:03:20 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Mon Nov 22 05:22:04 GMT+03:00 2021,Mon Nov 22 05:42:04 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Mon Nov 22 05:59:25 GMT+03:00 2021,Mon Nov 22 06:19:25 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Mon Nov 22 18:19:44 GMT+03:00 2021,Mon Nov 22 18:39:44 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Mon Nov 22 18:41:17 GMT+03:00 2021,Mon Nov 22 19:01:17 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Mon Nov 22 19:04:57 GMT+03:00 2021,Mon Nov 22 19:19:57 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Tue Nov 23 04:55:57 GMT+03:00 2021,Tue Nov 23 05:15:57 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 23 05:30:40 GMT+03:00 2021,Tue Nov 23 05:40:40 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 23 05:43:43 GMT+03:00 2021,Tue Nov 23 05:58:43 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 23 06:16:07 GMT+03:00 2021,Tue Nov 23 06:36:07 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 23 06:39:31 GMT+03:00 2021,Tue Nov 23 06:54:31 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 23 07:06:09 GMT+03:00 2021,Tue Nov 23 07:26:09 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 23 20:00:40 GMT+03:00 2021,Tue Nov 23 20:20:40 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 23 20:21:18 GMT+03:00 2021,Tue Nov 23 20:31:18 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 23 23:42:38 GMT+03:00 2021,Wed Nov 24 00:02:38 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Sun Nov 28 22:32:07 GMT+03:00 2021,Sun Nov 28 22:57:07 GMT+03:00 2021,STA412,,Lavender,TRUE
Sun Nov 28 23:59:15 GMT+03:00 2021,Mon Nov 29 00:24:15 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Mon Nov 29 02:17:16 GMT+03:00 2021,Mon Nov 29 02:42:16 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Mon Nov 29 02:52:51 GMT+03:00 2021,Mon Nov 29 03:12:51 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Mon Nov 29 03:20:34 GMT+03:00 2021,Mon Nov 29 03:40:34 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Mon Nov 29 03:54:10 GMT+03:00 2021,Mon Nov 29 04:14:10 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Tue Nov 30 03:32:54 GMT+03:00 2021,Tue Nov 30 03:52:54 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 30 03:58:07 GMT+03:00 2021,Tue Nov 30 04:18:07 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Tue Nov 30 23:52:16 GMT+03:00 2021,Wed Dec 01 00:17:16 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Wed Dec 01 03:42:27 GMT+03:00 2021,Wed Dec 01 04:02:27 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Dec 01 04:09:18 GMT+03:00 2021,Wed Dec 01 04:29:18 GMT+03:00 2021,STA412,,Lavender,TRUE
Wed Dec 01 06:51:26 GMT+03:00 2021,Wed Dec 01 06:58:16 GMT+03:00 2021,STA 305,,Weeping Willow,FALSE
Wed Dec 01 18:54:44 GMT+03:00 2021,Wed Dec 01 19:19:44 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Wed Dec 01 19:21:56 GMT+03:00 2021,Wed Dec 01 19:41:56 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Thu Dec 02 02:28:23 GMT+03:00 2021,Thu Dec 02 02:53:23 GMT+03:00 2021,CSC461,,Lily Flower,TRUE
Thu Dec 02 03:38:58 GMT+03:00 2021,Thu Dec 02 03:58:58 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Dec 03 17:42:37 GMT+03:00 2021,Fri Dec 03 18:02:37 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Dec 03 18:05:04 GMT+03:00 2021,Fri Dec 03 18:25:04 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Dec 03 18:28:18 GMT+03:00 2021,Fri Dec 03 18:48:18 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Dec 03 18:51:26 GMT+03:00 2021,Fri Dec 03 19:11:26 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Dec 03 20:22:30 GMT+03:00 2021,Fri Dec 03 20:42:30 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
Fri Dec 03 22:01:53 GMT+03:00 2021,Fri Dec 03 22:21:53 GMT+03:00 2021,STA 305,,Weeping Willow,TRUE
