Start Time,End Time,Tag,Note,Tree Type,Is Success
Wed Feb 24 17:59:44 GMT+03:00 2021,Wed Feb 24 18:24:44 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Wed Feb 24 18:44:46 GMT+03:00 2021,Wed Feb 24 19:14:46 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Wed Feb 24 19:45:02 GMT+03:00 2021,Wed Feb 24 20:05:02 GMT+03:00 2021,MTH215,,Star Coral,TRUE
Wed Feb 24 20:18:02 GMT+03:00 2021,Wed Feb 24 20:23:29 GMT+03:00 2021,MTH215,,Star Coral,FALSE
Wed Feb 24 20:52:41 GMT+03:00 2021,Wed Feb 24 21:22:41 GMT+03:00 2021,MTH215,,Star Coral,TRUE
Thu Feb 25 11:34:35 GMT+03:00 2021,Thu Feb 25 12:04:35 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Thu Feb 25 12:27:54 GMT+03:00 2021,Thu Feb 25 12:52:54 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Thu Feb 25 14:04:29 GMT+03:00 2021,Thu Feb 25 14:29:29 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Thu Feb 25 14:45:26 GMT+03:00 2021,Thu Feb 25 15:10:26 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Thu Feb 25 15:32:52 GMT+03:00 2021,Thu Feb 25 15:57:52 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Thu Feb 25 17:05:47 GMT+03:00 2021,Thu Feb 25 17:25:47 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Thu Feb 25 17:25:58 GMT+03:00 2021,Thu Feb 25 17:45:58 GMT+03:00 2021,MTH215,,Coconut Tree,TRUE
Thu Feb 25 22:47:05 GMT+03:00 2021,Thu Feb 25 23:02:05 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Fri Feb 26 16:35:37 GMT+03:00 2021,Fri Feb 26 17:05:37 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Fri Feb 26 19:32:12 GMT+03:00 2021,Fri Feb 26 19:57:12 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sat Feb 27 12:02:05 GMT+03:00 2021,Sat Feb 27 12:22:05 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sat Feb 27 12:36:22 GMT+03:00 2021,Sat Feb 27 12:56:22 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sat Feb 27 13:49:48 GMT+03:00 2021,Sat Feb 27 14:09:48 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sat Feb 27 14:27:32 GMT+03:00 2021,Sat Feb 27 14:47:32 GMT+03:00 2021,CSC310,,Star Coral,TRUE
Sat Feb 27 15:00:22 GMT+03:00 2021,Sat Feb 27 15:20:22 GMT+03:00 2021,CSC310,,Star Coral,TRUE
Sat Feb 27 16:19:23 GMT+03:00 2021,Sat Feb 27 16:39:23 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sat Feb 27 17:32:00 GMT+03:00 2021,Sat Feb 27 17:52:00 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sun Feb 28 11:43:58 GMT+03:00 2021,Sun Feb 28 12:03:58 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sun Feb 28 12:16:20 GMT+03:00 2021,Sun Feb 28 12:36:20 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sun Feb 28 12:56:36 GMT+03:00 2021,Sun Feb 28 13:16:36 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sun Feb 28 15:26:39 GMT+03:00 2021,Sun Feb 28 15:41:39 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sun Feb 28 15:48:45 GMT+03:00 2021,Sun Feb 28 16:08:45 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Sun Feb 28 17:31:43 GMT+03:00 2021,Sun Feb 28 17:51:43 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Mon Mar 01 11:41:23 GMT+03:00 2021,Mon Mar 01 12:01:23 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Mon Mar 01 14:42:02 GMT+03:00 2021,Mon Mar 01 15:02:02 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Mon Mar 01 15:09:58 GMT+03:00 2021,Mon Mar 01 15:29:58 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Mon Mar 01 22:28:36 GMT+03:00 2021,Mon Mar 01 22:48:36 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Mon Mar 01 23:01:08 GMT+03:00 2021,Mon Mar 01 23:21:08 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Mon Mar 01 23:41:07 GMT+03:00 2021,Tue Mar 02 00:01:07 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Tue Mar 02 11:11:10 GMT+03:00 2021,Tue Mar 02 11:31:10 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Tue Mar 02 12:01:18 GMT+03:00 2021,Tue Mar 02 12:26:18 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Tue Mar 02 12:34:17 GMT+03:00 2021,Tue Mar 02 12:54:17 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 02 13:59:12 GMT+03:00 2021,Tue Mar 02 14:19:12 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 02 14:30:32 GMT+03:00 2021,Tue Mar 02 14:50:32 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 02 15:21:42 GMT+03:00 2021,Tue Mar 02 15:41:42 GMT+03:00 2021,STA409,,Bamboo,TRUE
Wed Mar 03 14:54:59 GMT+03:00 2021,Wed Mar 03 15:14:59 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Wed Mar 03 15:20:49 GMT+03:00 2021,Wed Mar 03 15:30:49 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Wed Mar 03 15:39:16 GMT+03:00 2021,Wed Mar 03 15:49:16 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Thu Mar 04 12:03:04 GMT+03:00 2021,Thu Mar 04 12:28:04 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Thu Mar 04 13:30:30 GMT+03:00 2021,Thu Mar 04 13:55:30 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Thu Mar 04 17:35:36 GMT+03:00 2021,Thu Mar 04 17:55:36 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Fri Mar 05 13:12:34 GMT+03:00 2021,Fri Mar 05 13:32:34 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Fri Mar 05 15:04:52 GMT+03:00 2021,Fri Mar 05 15:24:52 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Fri Mar 05 15:50:48 GMT+03:00 2021,Fri Mar 05 16:10:48 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Sun Mar 07 12:29:08 GMT+03:00 2021,Sun Mar 07 12:49:08 GMT+03:00 2021,CSC320,,Bamboo,TRUE
Sun Mar 07 15:22:31 GMT+03:00 2021,Sun Mar 07 15:42:31 GMT+03:00 2021,CSC320,,Bamboo,TRUE
Sun Mar 07 16:20:40 GMT+03:00 2021,Sun Mar 07 16:55:40 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Sun Mar 07 18:28:56 GMT+03:00 2021,Sun Mar 07 18:43:56 GMT+03:00 2021,Study,,Coconut Tree,TRUE
Mon Mar 08 14:20:57 GMT+03:00 2021,Mon Mar 08 14:55:57 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Mon Mar 08 15:29:31 GMT+03:00 2021,Mon Mar 08 15:49:31 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Mon Mar 08 16:46:11 GMT+03:00 2021,Mon Mar 08 17:11:11 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Tue Mar 09 12:06:20 GMT+03:00 2021,Tue Mar 09 12:36:20 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 09 12:58:33 GMT+03:00 2021,Tue Mar 09 13:18:33 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 09 14:06:25 GMT+03:00 2021,Tue Mar 09 14:26:25 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 09 14:34:16 GMT+03:00 2021,Tue Mar 09 14:44:16 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 09 14:46:59 GMT+03:00 2021,Tue Mar 09 15:16:59 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 09 19:40:13 GMT+03:00 2021,Tue Mar 09 20:05:13 GMT+03:00 2021,MTH215,,Bamboo,TRUE
Tue Mar 09 22:56:27 GMT+03:00 2021,Tue Mar 09 23:16:27 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 09 23:25:56 GMT+03:00 2021,Tue Mar 09 23:50:56 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 09 23:51:42 GMT+03:00 2021,Wed Mar 10 00:01:42 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 16 17:07:26 GMT+03:00 2021,Tue Mar 16 17:32:26 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 16 17:40:45 GMT+03:00 2021,Tue Mar 16 18:00:45 GMT+03:00 2021,STA409,,Bamboo,TRUE
Tue Mar 16 18:10:02 GMT+03:00 2021,Tue Mar 16 18:20:02 GMT+03:00 2021,STA409,,Bamboo,TRUE
Wed Mar 17 14:48:26 GMT+03:00 2021,Wed Mar 17 15:18:26 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Wed Mar 17 16:15:16 GMT+03:00 2021,Wed Mar 17 16:40:16 GMT+03:00 2021,CSC310,,Bamboo,TRUE
Wed Mar 17 18:20:42 GMT+03:00 2021,Wed Mar 17 18:35:42 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Wed Mar 17 19:17:46 GMT+03:00 2021,Wed Mar 17 19:37:46 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Wed Mar 17 22:50:34 GMT+03:00 2021,Wed Mar 17 23:10:34 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Thu Mar 18 15:20:22 GMT+03:00 2021,Thu Mar 18 15:40:22 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Thu Mar 18 16:06:41 GMT+03:00 2021,Thu Mar 18 16:26:41 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Thu Mar 18 17:02:58 GMT+03:00 2021,Thu Mar 18 17:22:58 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Thu Mar 18 17:49:05 GMT+03:00 2021,Thu Mar 18 17:59:05 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Sat Mar 20 15:45:23 GMT+03:00 2021,Sat Mar 20 16:10:23 GMT+03:00 2021,STA409,,Bamboo,TRUE
Sun Mar 21 14:11:44 GMT+03:00 2021,Sun Mar 21 14:36:44 GMT+03:00 2021,STA409,,Bamboo,TRUE
Sun Mar 21 14:58:16 GMT+03:00 2021,Sun Mar 21 15:18:16 GMT+03:00 2021,STA409,,Bamboo,TRUE
Sun Mar 21 15:32:15 GMT+03:00 2021,Sun Mar 21 15:47:15 GMT+03:00 2021,STA409,,Bamboo,TRUE
Sun Mar 21 16:38:36 GMT+03:00 2021,Sun Mar 21 16:53:36 GMT+03:00 2021,STA409,,Bamboo,TRUE
Mon Mar 22 00:19:55 GMT+03:00 2021,Mon Mar 22 00:39:55 GMT+03:00 2021,STA409,,Bamboo,TRUE
Mon Mar 22 01:12:23 GMT+03:00 2021,Mon Mar 22 01:27:23 GMT+03:00 2021,STA409,,Bamboo,TRUE
Mon Mar 22 13:50:25 GMT+03:00 2021,Mon Mar 22 14:15:25 GMT+03:00 2021,STA409,,Bamboo,TRUE
Mon Mar 22 14:54:37 GMT+03:00 2021,Mon Mar 22 15:14:37 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Mon Mar 22 15:29:56 GMT+03:00 2021,Mon Mar 22 15:49:56 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Tue Mar 23 15:20:28 GMT+03:00 2021,Tue Mar 23 15:50:28 GMT+03:00 2021,STA409,,Lily Flower,TRUE
Tue Mar 23 16:19:30 GMT+03:00 2021,Tue Mar 23 16:44:30 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Tue Mar 23 17:05:51 GMT+03:00 2021,Tue Mar 23 17:20:51 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Tue Mar 23 18:20:28 GMT+03:00 2021,Tue Mar 23 18:50:28 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Tue Mar 23 19:11:55 GMT+03:00 2021,Tue Mar 23 19:26:55 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Tue Mar 23 21:25:17 GMT+03:00 2021,Tue Mar 23 21:55:17 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Wed Mar 24 02:01:49 GMT+03:00 2021,Wed Mar 24 02:16:49 GMT+03:00 2021,STA409,,Coconut Tree,TRUE
Wed Mar 24 13:39:12 GMT+03:00 2021,Wed Mar 24 13:54:12 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Wed Mar 24 18:14:11 GMT+03:00 2021,Wed Mar 24 18:34:11 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Wed Mar 24 18:59:04 GMT+03:00 2021,Wed Mar 24 19:19:04 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Wed Mar 24 23:19:43 GMT+03:00 2021,Wed Mar 24 23:39:43 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Thu Mar 25 14:55:31 GMT+03:00 2021,Thu Mar 25 15:10:31 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Thu Mar 25 16:51:41 GMT+03:00 2021,Thu Mar 25 17:16:41 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Thu Mar 25 17:48:41 GMT+03:00 2021,Thu Mar 25 18:08:41 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Thu Mar 25 18:30:57 GMT+03:00 2021,Thu Mar 25 18:45:57 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Thu Mar 25 18:54:23 GMT+03:00 2021,Thu Mar 25 19:04:23 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Thu Mar 25 19:13:20 GMT+03:00 2021,Thu Mar 25 19:28:20 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Thu Mar 25 22:35:26 GMT+03:00 2021,Thu Mar 25 22:45:26 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Fri Mar 26 19:38:09 GMT+03:00 2021,Fri Mar 26 19:53:09 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Fri Mar 26 21:22:17 GMT+03:00 2021,Fri Mar 26 21:52:17 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Sat Mar 27 22:59:06 GMT+03:00 2021,Sat Mar 27 23:24:06 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Sun Mar 28 17:16:03 GMT+03:00 2021,Sun Mar 28 17:41:03 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Sun Mar 28 18:43:04 GMT+03:00 2021,Sun Mar 28 19:03:04 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Mon Mar 29 13:59:44 GMT+03:00 2021,Mon Mar 29 14:19:44 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Mon Mar 29 15:14:51 GMT+03:00 2021,Mon Mar 29 15:34:51 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Mon Mar 29 15:40:59 GMT+03:00 2021,Mon Mar 29 16:00:59 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Tue Mar 30 01:32:55 GMT+03:00 2021,Tue Mar 30 01:52:55 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Tue Mar 30 14:19:41 GMT+03:00 2021,Tue Mar 30 14:49:41 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Tue Mar 30 14:59:18 GMT+03:00 2021,Tue Mar 30 15:19:18 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Tue Mar 30 15:42:56 GMT+03:00 2021,Tue Mar 30 16:02:56 GMT+03:00 2021,CSC320,,Bamboo,TRUE
Tue Mar 30 16:47:07 GMT+03:00 2021,Tue Mar 30 17:12:07 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Tue Mar 30 17:15:59 GMT+03:00 2021,Tue Mar 30 17:25:59 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Tue Mar 30 22:03:53 GMT+03:00 2021,Tue Mar 30 22:28:53 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Tue Mar 30 23:15:02 GMT+03:00 2021,Tue Mar 30 23:35:02 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Wed Mar 31 00:27:07 GMT+03:00 2021,Wed Mar 31 00:42:07 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Wed Mar 31 01:15:55 GMT+03:00 2021,Wed Mar 31 01:35:55 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Wed Mar 31 01:38:31 GMT+03:00 2021,Wed Mar 31 01:48:31 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Wed Mar 31 01:48:42 GMT+03:00 2021,Wed Mar 31 01:58:42 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Wed Mar 31 15:35:45 GMT+03:00 2021,Wed Mar 31 15:55:45 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Wed Mar 31 16:05:13 GMT+03:00 2021,Wed Mar 31 16:15:13 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Wed Mar 31 18:00:04 GMT+03:00 2021,Wed Mar 31 18:20:04 GMT+03:00 2021,CSC310,,Lily Flower,TRUE
Wed Mar 31 19:25:58 GMT+03:00 2021,Wed Mar 31 19:55:58 GMT+03:00 2021,CSC320,,Coconut Tree,TRUE
Thu Apr 01 00:26:59 GMT+03:00 2021,Thu Apr 01 01:01:59 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Thu Apr 01 15:26:20 GMT+03:00 2021,Thu Apr 01 15:56:20 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Thu Apr 01 17:40:24 GMT+03:00 2021,Thu Apr 01 18:10:24 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Thu Apr 01 18:44:11 GMT+03:00 2021,Thu Apr 01 19:04:11 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Thu Apr 01 21:58:45 GMT+03:00 2021,Thu Apr 01 22:28:45 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Thu Apr 01 22:45:21 GMT+03:00 2021,Thu Apr 01 23:05:21 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 04 15:12:33 GMT+03:00 2021,Sun Apr 04 15:37:33 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Sun Apr 04 16:14:56 GMT+03:00 2021,Sun Apr 04 16:39:56 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Sun Apr 04 16:51:57 GMT+03:00 2021,Sun Apr 04 17:06:57 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Sun Apr 04 23:46:31 GMT+03:00 2021,Mon Apr 05 00:11:31 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Mon Apr 05 01:07:08 GMT+03:00 2021,Mon Apr 05 01:27:08 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Mon Apr 05 18:58:19 GMT+03:00 2021,Mon Apr 05 19:28:19 GMT+03:00 2021,STA409,,Bush,TRUE
Mon Apr 05 19:42:32 GMT+03:00 2021,Mon Apr 05 20:07:32 GMT+03:00 2021,STA409,,Bush,TRUE
Mon Apr 05 23:18:57 GMT+03:00 2021,Mon Apr 05 23:48:57 GMT+03:00 2021,STA409,,Bush,TRUE
Tue Apr 06 00:43:09 GMT+03:00 2021,Tue Apr 06 01:13:09 GMT+03:00 2021,STA409,,Bush,TRUE
Tue Apr 06 01:14:01 GMT+03:00 2021,Tue Apr 06 01:34:01 GMT+03:00 2021,STA409,,Bush,TRUE
Tue Apr 06 01:34:14 GMT+03:00 2021,Tue Apr 06 01:54:14 GMT+03:00 2021,STA409,,Bush,TRUE
Tue Apr 06 02:33:30 GMT+03:00 2021,Tue Apr 06 03:03:30 GMT+03:00 2021,STA409,,Bush,TRUE
Tue Apr 06 04:00:49 GMT+03:00 2021,Tue Apr 06 04:25:49 GMT+03:00 2021,STA409,,Sunflower,TRUE
Tue Apr 06 04:56:15 GMT+03:00 2021,Tue Apr 06 05:21:15 GMT+03:00 2021,STA409,,Sunflower,TRUE
Tue Apr 06 15:17:18 GMT+03:00 2021,Tue Apr 06 15:37:18 GMT+03:00 2021,CSC310,,Sunflower,TRUE
Tue Apr 06 15:59:11 GMT+03:00 2021,Tue Apr 06 16:19:11 GMT+03:00 2021,CSC310,,Sunflower,TRUE
Tue Apr 06 17:55:14 GMT+03:00 2021,Tue Apr 06 18:10:14 GMT+03:00 2021,STA409,,Sunflower,TRUE
Tue Apr 06 22:24:38 GMT+03:00 2021,Tue Apr 06 22:54:38 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Tue Apr 06 23:19:02 GMT+03:00 2021,Tue Apr 06 23:49:02 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Wed Apr 07 00:05:02 GMT+03:00 2021,Wed Apr 07 00:25:02 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Wed Apr 07 16:38:43 GMT+03:00 2021,Wed Apr 07 16:53:43 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Wed Apr 07 18:34:10 GMT+03:00 2021,Wed Apr 07 19:04:10 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Wed Apr 07 19:13:54 GMT+03:00 2021,Wed Apr 07 19:43:54 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Thu Apr 08 18:15:55 GMT+03:00 2021,Thu Apr 08 18:45:55 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Thu Apr 08 20:54:34 GMT+03:00 2021,Thu Apr 08 21:24:34 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Fri Apr 09 16:09:36 GMT+03:00 2021,Fri Apr 09 16:24:36 GMT+03:00 2021,CSC310,,Sunflower,TRUE
Sat Apr 10 00:59:33 GMT+03:00 2021,Sat Apr 10 01:24:33 GMT+03:00 2021,CSC320,,Sunflower,TRUE
Sun Apr 11 00:27:08 GMT+03:00 2021,Sun Apr 11 00:52:08 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 01:13:37 GMT+03:00 2021,Sun Apr 11 01:23:37 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 01:25:38 GMT+03:00 2021,Sun Apr 11 01:45:38 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 03:37:14 GMT+03:00 2021,Sun Apr 11 04:02:14 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 04:06:46 GMT+03:00 2021,Sun Apr 11 04:26:46 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 04:36:45 GMT+03:00 2021,Sun Apr 11 04:56:45 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 04:58:53 GMT+03:00 2021,Sun Apr 11 05:18:53 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 16:28:19 GMT+03:00 2021,Sun Apr 11 16:53:19 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 16:54:07 GMT+03:00 2021,Sun Apr 11 17:14:07 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 17:40:15 GMT+03:00 2021,Sun Apr 11 18:05:15 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 18:38:55 GMT+03:00 2021,Sun Apr 11 19:08:55 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 20:33:09 GMT+03:00 2021,Sun Apr 11 21:03:09 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 21:34:24 GMT+03:00 2021,Sun Apr 11 21:59:24 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Sun Apr 11 21:59:54 GMT+03:00 2021,Sun Apr 11 22:19:54 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Mon Apr 12 00:59:02 GMT+03:00 2021,Mon Apr 12 01:29:02 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Mon Apr 12 01:51:46 GMT+03:00 2021,Mon Apr 12 02:06:46 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Mon Apr 12 04:07:06 GMT+03:00 2021,Mon Apr 12 04:37:06 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Tue Apr 13 00:42:44 GMT+03:00 2021,Tue Apr 13 01:02:44 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Tue Apr 13 01:57:48 GMT+03:00 2021,Tue Apr 13 02:17:48 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Tue Apr 13 02:22:37 GMT+03:00 2021,Tue Apr 13 02:32:37 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Tue Apr 13 02:52:22 GMT+03:00 2021,Tue Apr 13 03:12:22 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Tue Apr 13 03:34:19 GMT+03:00 2021,Tue Apr 13 03:54:19 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Tue Apr 13 22:20:25 GMT+03:00 2021,Tue Apr 13 22:45:25 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Tue Apr 13 22:57:03 GMT+03:00 2021,Tue Apr 13 23:17:03 GMT+03:00 2021,CSC320,,Lily Flower,TRUE
Tue Apr 13 23:33:37 GMT+03:00 2021,Tue Apr 13 23:58:37 GMT+03:00 2021,MTH215,,Lily Flower,TRUE
Wed Apr 14 00:32:04 GMT+03:00 2021,Wed Apr 14 00:57:04 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Wed Apr 14 02:10:13 GMT+03:00 2021,Wed Apr 14 02:35:13 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Wed Apr 14 02:45:48 GMT+03:00 2021,Wed Apr 14 03:10:48 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Wed Apr 14 19:21:43 GMT+03:00 2021,Wed Apr 14 19:46:43 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Wed Apr 14 21:34:04 GMT+03:00 2021,Wed Apr 14 22:04:04 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Wed Apr 14 22:50:28 GMT+03:00 2021,Wed Apr 14 23:20:28 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Thu Apr 15 00:01:30 GMT+03:00 2021,Thu Apr 15 00:26:30 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Thu Apr 15 00:59:27 GMT+03:00 2021,Thu Apr 15 01:24:27 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Thu Apr 15 16:57:43 GMT+03:00 2021,Thu Apr 15 17:27:43 GMT+03:00 2021,MTH215,,Sunflower,TRUE
Fri Apr 16 21:26:29 GMT+03:00 2021,Fri Apr 16 21:36:29 GMT+03:00 2021,CSC310,,Sunflower,TRUE
Sat Apr 17 19:20:12 GMT+03:00 2021,Sat Apr 17 19:50:12 GMT+03:00 2021,STA409,,Sunflower,TRUE
Sat Apr 17 21:17:05 GMT+03:00 2021,Sat Apr 17 21:42:05 GMT+03:00 2021,STA409,,Sunflower,TRUE
Sun Apr 18 03:00:09 GMT+03:00 2021,Sun Apr 18 03:25:09 GMT+03:00 2021,CSC310,,Coconut Tree,TRUE
Mon Apr 19 01:24:18 GMT+03:00 2021,Mon Apr 19 01:49:18 GMT+03:00 2021,STA409,,Sunflower,TRUE
